0,0,1,,,151,200
0,1,0,,,157,
0,2,0,,,155,
0,3,1,,,160,
0,4,1,,,0,
0,5,1,,,,
0,6,1,,,,
0,7,1,,,,
0,8,1,,,,
0,9,1,,,,
0,10,0,,,,
0,11,1,,,,
0,12,0,,,,
0,13,1,,,,
0,14,1,,,,
0,15,0,,,,
0,16,0,,,,
0,17,1,,,,
0,18,1,,,,
0,19,0,,,,
0,20,1,,,,
0,21,1,,,,
0,22,0,,,,
0,23,1,,,,
0,24,1,,,,
0,25,0,,,,
0,26,1,,,,
0,27,0,,,,
0,28,1,,,,
0,29,1,,,,
0,30,1,,,,
0,31,1,,,,
0,32,0,,,,
0,33,1,,,,
0,34,1,,,,
0,35,1,,,,
0,36,1,,,,
0,37,1,,,,
0,38,0,,,,
0,39,0,,,,
0,40,0,,,,
0,41,1,,,,
0,42,1,,,,
0,43,1,,,,
0,44,0,,,,
0,45,1,,,,
0,46,0,,,,
0,47,1,,,,
0,48,1,,,,
0,49,1,,,,
0,50,1,,,,
0,51,1,,,,
0,52,1,,,,
0,53,1,,,,
0,54,1,,,,
0,55,1,,,,
0,56,1,,,,
0,57,1,,,,
0,58,1,,,,
0,59,1,,,,
0,60,1,,,,
0,61,0,,,,
0,62,1,,,,
0,63,0,,,,
0,64,1,,,,
0,65,1,,,,
0,66,0,,,,
0,67,1,,,,
0,68,1,,,,
0,69,1,,,,
0,70,1,,,,
0,71,0,,,,
0,72,1,,,,
0,73,1,,,,
0,74,0,,,,
0,75,1,,,,
0,76,1,,,,
0,77,1,,,,
0,78,1,,,,
0,79,0,,,,
0,80,1,,,,
0,81,0,,,,
0,82,1,,,,
0,83,1,,,,
0,84,1,,,,
0,85,1,,,,
0,86,1,,,,
0,87,1,,,,
0,88,0,,,,
0,89,1,,,,
0,90,1,,,,
0,91,1,,,,
0,92,1,,,,
0,93,1,,,,
0,94,0,,,,
0,95,0,,,,
0,96,1,,,,
0,97,0,,,,
0,98,1,,,,
0,99,1,,,,
0,100,0,,,,
0,101,1,,,,
0,102,0,,,,
0,103,1,,,,
0,104,1,,,,
0,105,0,,,,
0,106,1,,,,
0,107,1,,,,
0,108,0,,,,
0,109,1,,,,
0,110,1,,,,
0,111,1,,,,
0,112,1,,,,
0,113,0,,,,
0,114,1,,,,
0,115,1,,,,
0,116,1,,,,
0,117,0,,,,
0,118,1,,,,
0,119,0,,,,
0,120,1,,,,
0,121,1,,,,
0,122,1,,,,
0,123,1,,,,
0,124,1,,,,
0,125,1,,,,
0,126,1,,,,
0,127,1,,,,
0,128,1,,,,
0,129,0,,,,
0,130,1,,,,
0,131,1,,,,
0,132,1,,,,
0,133,1,,,,
0,134,1,,,,
0,135,1,,,,
0,136,1,,,,
0,137,1,,,,
0,138,1,,,,
0,139,1,,,,
0,140,1,,,,
0,141,0,,,,
0,142,0,,,,
0,143,1,,,,
0,144,1,,,,
0,145,0,,,,
0,146,1,,,,
0,147,1,,,,
0,148,1,,,,
0,149,1,,,,
0,150,1,,,,
0,151,1,,,,
0,152,1,,,,
0,153,1,,,,
0,154,1,,,,
0,155,1,,,,
0,156,0,,,,
0,157,1,,,,
0,158,1,,,,
0,159,0,,,,
0,160,0,,,,
0,161,1,,,,
0,162,1,,,,
0,163,1,,,,
0,164,1,,,,
0,165,1,,,,
0,166,1,,,,
0,167,1,,,,
0,168,1,,,,
0,169,0,,,,
0,170,1,,,,
0,171,1,,,,
0,172,1,,,,
0,173,1,,,,
0,174,1,,,,
0,175,1,,,,
0,176,1,,,,
0,177,1,,,,
0,178,1,,,,
0,179,1,,,,
0,180,1,,,,
0,181,1,,,,
0,182,0,,,,
0,183,0,,,,
0,184,1,,,,
0,185,1,,,,
0,186,1,,,,
0,187,0,,,,
0,188,1,,,,
0,189,1,,,,
0,190,0,,,,
0,191,1,,,,
0,192,1,,,,
0,193,1,,,,
0,194,1,,,,
0,195,1,,,,
0,196,0,,,,
0,197,0,,,,
0,198,1,,,,
0,199,0,,,,
1,0,1,,,,
1,1,1,,,,
1,2,1,,,,
1,3,1,,,,
1,4,1,,,,
1,5,1,,,,
1,6,1,,,,
1,7,1,,,,
1,8,1,,,,
1,9,1,,,,
1,10,1,,,,
1,11,0,,,,
1,12,1,,,,
1,13,1,,,,
1,14,1,,,,
1,15,1,,,,
1,16,1,,,,
1,17,0,,,,
1,18,1,,,,
1,19,1,,,,
1,20,1,,,,
1,21,1,,,,
1,22,1,,,,
1,23,1,,,,
1,24,1,,,,
1,25,1,,,,
1,26,1,,,,
1,27,0,,,,
1,28,1,,,,
1,29,1,,,,
1,30,1,,,,
1,31,1,,,,
1,32,1,,,,
1,33,0,,,,
1,34,0,,,,
1,35,1,,,,
1,36,1,,,,
1,37,1,,,,
1,38,1,,,,
1,39,1,,,,
1,40,1,,,,
1,41,1,,,,
1,42,0,,,,
1,43,1,,,,
1,44,0,,,,
1,45,1,,,,
1,46,1,,,,
1,47,1,,,,
1,48,0,,,,
1,49,1,,,,
1,50,0,,,,
1,51,1,,,,
1,52,0,,,,
1,53,1,,,,
1,54,1,,,,
1,55,1,,,,
1,56,1,,,,
1,57,1,,,,
1,58,1,,,,
1,59,1,,,,
1,60,1,,,,
1,61,1,,,,
1,62,1,,,,
1,63,0,,,,
1,64,1,,,,
1,65,0,,,,
1,66,1,,,,
1,67,1,,,,
1,68,0,,,,
1,69,0,,,,
1,70,1,,,,
1,71,1,,,,
1,72,1,,,,
1,73,0,,,,
1,74,0,,,,
1,75,1,,,,
1,76,0,,,,
1,77,1,,,,
1,78,0,,,,
1,79,1,,,,
1,80,0,,,,
1,81,1,,,,
1,82,1,,,,
1,83,1,,,,
1,84,1,,,,
1,85,1,,,,
1,86,1,,,,
1,87,1,,,,
1,88,1,,,,
1,89,1,,,,
1,90,1,,,,
1,91,1,,,,
1,92,0,,,,
1,93,0,,,,
1,94,1,,,,
1,95,0,,,,
1,96,1,,,,
1,97,1,,,,
1,98,1,,,,
1,99,0,,,,
1,100,1,,,,
1,101,0,,,,
1,102,1,,,,
1,103,0,,,,
1,104,1,,,,
1,105,1,,,,
1,106,0,,,,
1,107,1,,,,
1,108,1,,,,
1,109,1,,,,
1,110,1,,,,
1,111,1,,,,
1,112,1,,,,
1,113,0,,,,
1,114,1,,,,
1,115,1,,,,
1,116,1,,,,
1,117,1,,,,
1,118,1,,,,
1,119,1,,,,
1,120,1,,,,
1,121,0,,,,
1,122,1,,,,
1,123,1,,,,
1,124,1,,,,
1,125,1,,,,
1,126,1,,,,
1,127,1,,,,
1,128,0,,,,
1,129,1,,,,
1,130,1,,,,
1,131,0,,,,
1,132,0,,,,
1,133,1,,,,
1,134,1,,,,
1,135,1,,,,
1,136,1,,,,
1,137,1,,,,
1,138,1,,,,
1,139,1,,,,
1,140,1,,,,
1,141,1,,,,
1,142,1,,,,
1,143,1,,,,
1,144,1,,,,
1,145,1,,,,
1,146,1,,,,
1,147,1,,,,
1,148,0,,,,
1,149,1,,,,
1,150,1,,,,
1,151,1,,,,
1,152,1,,,,
1,153,1,,,,
1,154,1,,,,
1,155,1,,,,
1,156,0,,,,
1,157,1,,,,
